0x293b27f1aD19f888941a2Ec1e818fE674F5E0419,no,70u0eosDAC12
0x506b2565e96f8606A5247618b48a188C2f7C305a,no,70ugeosDAC12
0x03F901030aCcD0BfE0dd5437861A33dB9c11F145,no,70v0eosDAC12
0xD331F7C1E812dA92ba7484368315fD2Cda9e009f,no,70vgeosDAC12
0x9e4323D760dF887779729f63fD7F8391067Df67A,no,70w0eosDAC12
0x2226590c78F9aeaFec58C49B6ae4974362fd9E35,no,70wgeosDAC12
0x981Ce18b52787c0c4E03D9273db22373FF084DfB,no,74r0eosDAC12
0xA238819b19DbaeF71C0cb91fd743b4Eb5C03e867,no,74rgeosDAC12
0x93BB955ac8270B27E29618545Cd9Ff3DE834B222,no,74t0eosDAC12
0x08dE91d9D663ED47867020343cA48BF3005f613B,no,74tgeosDAC12
0x39370CA82B8efA2B6E4875fe24dd84fF988402fb,no,74u0eosDAC12
0x69c8f479F5c9aB4bae7e566CeA29c8D406262fD0,no,74ugeosDAC12
